"Format","AiM CSV File"
"Session","NO GPS"
"Vehicle","22"
"Racer","Everyone"
"Championship","UTA Autocross 23"
"Comment",""
"Date","Saturday, October 7, 2023"
"Time","2:40 PM"
"Sample Rate","20"
"Duration","10"
"Segment","Session"
"Beacon Markers","10"
"Segment Times","0:10.000"

"Time","Logger Temperature","External Voltage","Oil Pressure","Oil Temp","Rear Brake","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","PreCalcGear","ECU RPM","ECU Gear 2","ECU VehSpeed","ECU Gear","ECU WheelSpdFL","ECU WheelSpdFR","ECU WheelSpdRL","ECU WheelSpdRR","ECU EngLimitAct","ECU GenericSen2","ECU GenericSen7","ECU CoolantTemp","ECU FuelTrimSTB1","ECU FuelTrimSTB2","ECU TorqCIgnCorr dup 1","ECU GenericSen8","ECU BatteryVolt","ECU GenericSen9","ECU GenericSen10","ECU ThrottlePos","ECU InjDT1","ECU GenericSen3","ECU GenericSen1","ECU InjDT2","ECU GenOut1DT","ECU AirTemp","ECU FuelTrimLTB1","ECU GearSwitch","ECU DecelCutActi","ECU TPSAct","ECU BrakePedSw","ECU GenericSen4","ECU GenericSen5","ECU FuelTrimLTB2","ECU Lambda1","ECU WheelSlip","ECU WheelDiff","ECU ClutchSw","ECU FlatShSw","ECU AuxRPMLimSw","ECU BatteryLtSw","ECU GenericSen6","ECU KnockLev1","ECU KnockLev2","ECU TargLambda","Av3E9 7","ECU InjectionDT3 dup 1","ECU InjectionDT4 dup 1","ECU IgnitionAng1 dup 1","ECU IgnitionAng2 dup 1","ECU TrigCount","ECU CheckEngLtSw","ECU Laun Ctr Sw","ECU TrigSyncLev","ECU TorqDrvsRPMT","ECU TorqDrvsRPME","ECU Inj Pres D","ECU TorDrRPMEI","ECU TorDrRPMIC","ECU IgnitionAng1 dup 2","ECU TorqCIgnCorr dup 2","ECU IgnitionAng2 dup 2","ECU InjectionDT3 dup 2","ECU InjectionDT4 dup 2","ECU Acc Ped Pos","ECU RaceTimer","ECU Cru Last T S","ECU Cruise Trg S","ECU Crui Spd Err","ECU Cruise Ctr S"
,"35.9375","10.7520","1.1777","84.6875","-0.3872","-0.1195","-0.1713","-2.9551","1.3076","0.9126","3.2822","0.0000","3291.1782","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","803.1078","0.0000","78.8500","0.0000","0.0000","0.0000","0.0000","12.7257","0.0000","0.0000","1.4871","9.5683","0.0000","501.6176","0.0000","0.0000","20.7500","0.0000","0.0000","0.0000","0.0340","0.0000","0.0000","0.0000","0.0000","0.9849","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.7832","13.7832","10.5149","0.0000","0.0000","2.0000","0.0000","0.0000","2.4280","0.0000","0.0000","13.7832","0.0000","13.7832","0.0000","0.0000","2.1723","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.9375","10.7520","1.1746","84.6875","-0.3704","-0.1086","-0.1914","-2.9688","1.9883","0.6768","3.5078","0.0000","3315.7722","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2996.7354","0.0000","78.8500","0.0000","0.0000","0.0000","0.0000","12.0327","0.0000","0.0000","2.9653","10.8059","0.0000","506.0294","0.0000","0.0000","20.7500","0.0000","0.0000","0.0000","0.2767","0.0000","0.0000","0.0000","0.0000","0.9803","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","14.0307","14.0307","16.4554","0.0000","0.0000","2.0000","0.0000","0.0000","2.4260","0.0000","0.0000","14.0307","0.0000","14.0307","0.0000","0.0000","3.6574","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.9375","10.7520","1.1801","84.6875","-0.4775","-0.0726","-0.1885","-2.9326","2.1230","0.7864","3.7275","0.0000","3357.3564","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","4756.6250","0.0000","78.8500","0.0000","0.0000","0.0000","0.0000","11.4057","0.0000","0.0000","4.9455","11.0781","0.0000","510.0000","0.0000","0.0000","20.7500","0.0000","0.0000","0.0000","0.5194","0.0000","0.0000","0.0000","0.0000","0.9754","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","14.0660","14.0660","14.1604","0.0000","0.0000","2.0000","0.0000","0.0000","2.4183","0.0000","0.0000","14.0660","0.0000","14.0660","0.0000","0.0000","3.7333","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.9289","10.8252","1.2062","84.6875","-0.5327","-0.0998","-0.1831","-2.9355","2.5449","0.7778","4.0352","0.0000","3391.2856","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2612.8750","0.0000","78.8500","0.0000","0.0000","0.0000","0.0000","10.8396","0.0000","0.0000","4.1286","10.4590","0.0000","510.0000","0.0000","0.0000","20.7500","0.0000","0.0000","0.0000","0.7621","0.0000","0.0000","0.0000","0.0000","0.9559","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","14.0189","14.0189","8.9717","0.0000","0.0000","2.0000","0.0000","0.0000","2.4050","0.0000","0.0000","14.0189","0.0000","14.0189","0.0000","0.0000","2.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.9170","10.9269","1.2227","84.6875","-0.5101","-0.1012","-0.1814","-2.9502","2.9639","0.1453","4.3242","0.0000","3422.2380","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","511.7157","0.0000","78.8500","0.0000","0.0000","0.0000","0.0000","10.6782","0.0000","0.0000","2.2238","10.1824","0.0000","510.0000","0.0000","0.0000","20.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9352","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.8824","13.8824","5.1765","0.0000","0.0000","2.0000","0.0000","0.0000","2.4016","0.0000","0.0000","13.8824","0.0000","13.8824","0.0000","0.0000","1.5802","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.9051","11.0287","1.2262","84.6875","-0.5915","-0.0995","-0.1831","-2.9805","2.0098","0.1304","4.4961","0.0000","3401.7844","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","497.5000","0.0000","78.8500","0.0000","0.0000","0.0000","0.0000","11.1238","0.0000","0.0000","1.5000","10.3784","0.0000","510.0000","0.0000","0.0000","20.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9279","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6863","13.6863","2.2353","0.0000","0.0000","2.0000","0.0000","0.0000","2.4129","0.0000","0.0000","13.6863","0.0000","13.6863","0.0000","0.0000","1.5307","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.8932","11.1304","1.2244","84.6875","-0.6528","-0.1189","-0.1851","-2.9893","1.4863","0.0408","4.5762","0.0000","3349.8235","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","483.2843","0.0000","78.8500","0.0000","0.0000","0.0000","0.0000","11.6714","0.0000","0.0000","1.5000","10.3904","0.0000","510.0000","0.0000","0.0000","20.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9239","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","2.1262","0.0000","0.0000","2.0000","0.0000","0.0000","2.4216","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.8813","11.2321","1.2029","84.6875","-0.5655","-0.1022","-0.1622","-2.9346","1.8779","-0.0446","4.6348","0.0000","3310.9905","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.0667","0.0000","78.8500","0.0000","0.0000","0.0000","0.0000","12.3857","0.0000","0.0000","1.4721","10.1019","0.0000","511.8667","0.0000","0.0000","20.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9330","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6000","13.6000","4.0680","0.0000","0.0000","2.0000","0.0000","0.0000","2.4259","0.0000","0.0000","13.6000","0.0000","13.6000","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.8694","11.3338","1.1951","84.6875","-0.5835","-0.1045","-0.1647","-2.9609","1.9277","0.5513","4.4609","0.0000","3281.6636","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.2571","0.0000","78.8500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.4240","9.7515","0.0000","513.7714","0.0000","0.0000","20.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9461","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.6490","13.6490","8.0588","0.0000","0.0000","2.0000","0.0000","0.0000","2.4293","0.0000","0.0000","13.6490","0.0000","13.6490","0.0000","0.0000","1.5832","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.8575","11.4355","1.1812","84.6837","-0.5156","-0.0901","-0.1683","-2.9609","1.6299","0.7961","4.5098","0.0000","3255.8350","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.6863","0.0000","78.8500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.8854","9.2564","0.0000","510.9804","0.0000","0.0000","20.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9568","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.7471","13.7471","13.9412","0.0000","0.0000","2.0000","0.0000","0.0000","2.4303","0.0000","0.0000","13.7471","0.0000","13.7471","0.0000","0.0000","1.8802","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.8456","11.5372","1.1729","84.6775","-0.5203","-0.1223","-0.1632","-2.9648","1.3535","1.0605","4.5547","0.0000","3233.5049","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","486.7843","0.0000","78.8500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","2.8563","8.9275","0.0000","507.5490","0.0000","0.0000","20.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9665","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.9127","13.9127","13.7059","0.0000","0.0000","2.0000","0.0000","0.0000","2.4287","0.0000","0.0000","13.9127","0.0000","13.9127","0.0000","0.0000","2.3549","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.8337","11.6389","1.1502","84.6712","-0.5920","-0.0998","-0.1717","-2.9565","1.5704","1.0131","4.3619","0.0000","3219.2744","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","486.8235","0.0000","78.8500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","3.5725","9.0255","0.0000","505.7647","0.0000","0.0000","20.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9411","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","14.1578","14.1578","6.8431","0.0000","0.0000","2.0000","0.0000","0.0000","2.4199","0.0000","0.0000","14.1578","0.0000","14.1578","0.0000","0.0000","3.3353","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.8218","11.7407","1.1379","84.6650","-0.4936","-0.0751","-0.1631","-2.9479","1.8616","0.6144","4.4900","0.0000","3215.3530","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.8039","0.0000","78.8500","0.0000","0.0000","0.0000","0.0000","12.9107","0.0000","0.0000","3.9647","9.1462","0.0000","504.2941","0.0000","0.0000","20.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.8960","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","14.3202","14.3202","2.7885","0.0000","0.0000","2.0000","0.0000","0.0000","2.4108","0.0000","0.0000","14.3202","0.0000","14.3202","0.0000","0.0000","4.1000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.8099","11.8424","1.1529","84.6588","-0.5437","-0.1109","-0.1680","-2.9798","1.9220","1.0817","4.5113","0.0000","3246.4614","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2228.9709","0.0000","78.8500","0.0000","0.0000","0.0000","0.0000","12.9592","0.0000","0.0000","3.7769","9.3385","0.0000","505.1650","0.0000","0.0000","20.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.8745","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","14.3683","14.3683","2.3077","0.0000","0.0000","2.0000","0.0000","0.0000","2.4006","0.0000","0.0000","14.3683","0.0000","14.3683","0.0000","0.0000","4.1000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.7980","11.9441","1.1869","84.6525","-0.5331","-0.0950","-0.1829","-2.9360","1.9104","0.9588","4.6891","0.0000","3330.1155","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","4405.1846","0.0000","78.8500","0.0000","0.0000","0.0000","0.0000","12.8615","0.0000","0.0000","2.7192","9.5692","0.0000","506.6214","0.0000","0.0000","20.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.8701","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","14.2845","14.2845","5.1154","0.0000","0.0000","2.0000","0.0000","0.0000","2.3934","0.0000","0.0000","14.2845","0.0000","14.2845","0.0000","0.0000","3.9171","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.7861","12.0458","1.2217","84.6462","-0.4410","-0.0947","-0.1804","-2.9312","2.0200","0.7422","4.8076","0.0000","3392.8040","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","4970.2817","0.0000","78.8500","0.0000","0.0000","0.0000","0.0000","11.9962","0.0000","0.0000","1.9529","10.0019","0.0000","505.5631","0.0000","0.0000","20.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.8604","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.9447","13.9447","13.7692","0.0000","0.0000","2.0000","0.0000","0.0000","2.4019","0.0000","0.0000","13.9447","0.0000","13.9447","0.0000","0.0000","2.7743","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.7742","12.1475","1.2463","84.6400","-0.4999","-0.0997","-0.1857","-2.9507","2.0371","0.8602","5.0459","0.0000","3410.9412","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","4969.3105","0.0000","78.8500","0.0000","0.0000","0.0000","0.0000","11.1686","0.0000","0.0000","1.8059","10.3961","0.0000","503.6214","0.0000","0.0000","20.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.8456","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.7000","13.7000","18.8911","0.0000","0.0000","2.0000","0.0000","0.0000","2.4105","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.7000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"35.7623","12.2492","1.2432","84.6338","-0.5478","-0.0967","-0.1766","-2.9448","1.9055","1.4116","5.3760","0.0000","3406.0195","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3476.6667","0.0000","78.8500","0.0000","0.0000","0.0000","0.0000","10.7765","0.0000","0.0000","1.6863","10.3471","0.0000","503.0000","0.0000","0.0000","20.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.8406","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","13.7000","13.7000","14.9307","0.0000","0.0000","2.0000","0.0000","0.0000","2.4194","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.7000","0.0000","0.0000","0.0000","0.0000","0.0000"
