"Format","AiM CSV File"
"Session","NO GPS"
"Vehicle","22"
"Racer","Everyone"
"Championship","UTA Autocross 23"
"Comment",""
"Date","Saturday, October 7, 2023"
"Time","3:00 PM"
"Sample Rate","20"
"Duration","108"
"Segment","Session"
"Beacon Markers","108"
"Segment Times","1:48.000"

"Time","Logger Temperature","External Voltage","Oil Pressure","Oil Temp","Rear Brake","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","PreCalcGear","ECU RPM","ECU Gear 2","ECU VehSpeed","ECU Gear","ECU WheelSpdFL","ECU WheelSpdFR","ECU WheelSpdRL","ECU WheelSpdRR","ECU EngLimitAct","ECU GenericSen2","ECU GenericSen7","ECU CoolantTemp","ECU FuelTrimSTB1","ECU FuelTrimSTB2","ECU TorqCIgnCorr dup 1","ECU GenericSen8","ECU BatteryVolt","ECU GenericSen9","ECU GenericSen10","ECU ThrottlePos","ECU InjDT1","ECU GenericSen3","ECU GenericSen1","ECU InjDT2","ECU GenOut1DT","ECU AirTemp","ECU FuelTrimLTB1","ECU GearSwitch","ECU DecelCutActi","ECU TPSAct","ECU BrakePedSw","ECU GenericSen4","ECU GenericSen5","ECU FuelTrimLTB2","ECU Lambda1","ECU WheelSlip","ECU WheelDiff","ECU ClutchSw","ECU FlatShSw","ECU AuxRPMLimSw","ECU BatteryLtSw","ECU GenericSen6","ECU KnockLev1","ECU KnockLev2","ECU TargLambda","Av3E9 7","ECU InjectionDT3 dup 1","ECU InjectionDT4 dup 1","ECU IgnitionAng1 dup 1","ECU IgnitionAng2 dup 1","ECU TrigCount","ECU CheckEngLtSw","ECU Laun Ctr Sw","ECU TrigSyncLev","ECU TorqDrvsRPMT","ECU TorqDrvsRPME","ECU Inj Pres D","ECU TorDrRPMEI","ECU TorDrRPMIC","ECU IgnitionAng1 dup 2","ECU TorqCIgnCorr dup 2","ECU IgnitionAng2 dup 2","ECU InjectionDT3 dup 2","ECU InjectionDT4 dup 2","ECU Acc Ped Pos","ECU RaceTimer","ECU Cru Last T S","ECU Cruise Trg S","ECU Crui Spd Err","ECU Cruise Ctr S"
,"38.9375","13.2480","3.2888","60.6562","-0.5483","-0.6685","-0.5362","-2.7900","0.6853","0.4412","-0.1174","0.0000","5552.3594","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","486.4706","0.0000","64.3770","0.0000","0.0000","0.0000","0.0000","12.9238","0.0000","0.0000","69.4786","30.1824","0.0000","503.9608","0.0000","0.0000","23.1500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.7750","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9177","0.0000","0.0000","0.0000","20.0320","20.0320","7.3500","0.0000","0.0000","2.0000","0.0000","0.0000","2.0934","0.0000","0.0000","20.0320","0.0000","20.0320","0.0000","0.0000","69.1647","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.9375","13.2480","3.1193","60.6562","-0.5914","-0.7571","-0.6195","-2.8177","0.9820","-0.6517","-0.3656","0.0000","5293.2856","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.3529","0.0000","64.3525","0.0000","0.0000","0.0000","0.0000","12.9733","0.0000","0.0000","77.8429","29.8857","0.0000","503.4706","0.0000","0.0000","23.1500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.8640","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9138","0.0000","0.0000","0.0000","18.8429","18.8429","7.8500","0.0000","0.0000","2.0000","0.0000","0.0000","2.0314","0.0000","0.0000","18.8429","0.0000","18.8429","0.0000","0.0000","77.8267","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.9375","13.2480","2.9410","60.6562","-0.5217","-0.7546","-0.6120","-2.7787","0.8454","-0.2513","-0.6559","0.0000","4900.9048","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","497.9048","0.0000","64.3287","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","78.6524","26.8381","0.0000","503.0190","0.0000","0.0000","23.1500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.9674","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9100","0.0000","0.0000","0.0000","17.8905","17.8905","6.3333","0.0000","0.0000","2.0000","0.0000","0.0000","2.0257","0.0000","0.0000","17.8905","0.0000","17.8905","0.0000","0.0000","78.6362","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.9375","13.2480","2.7043","60.6562","-0.5199","-0.7425","-0.5774","-2.7518","-0.0474","0.5537","-0.9845","0.0000","4537.8569","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.5238","0.0000","64.3050","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","79.3286","24.1143","0.0000","503.4952","0.0000","0.0000","23.1500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0333","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9090","0.0000","0.0000","0.0000","17.0077","17.0077","3.9524","0.0000","0.0000","2.0000","0.0000","0.0000","2.0204","0.0000","0.0000","17.0077","0.0000","17.0077","0.0000","0.0000","79.3257","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.9375","13.2480","2.4207","60.6562","-0.6607","-0.7471","-0.5885","-2.7474","-0.4118","0.6722","-1.4755","0.0000","4292.1431","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.1429","0.0000","64.2813","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","79.4714","22.6857","0.0000","503.9714","0.0000","0.0000","23.1500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0910","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9081","0.0000","0.0000","0.0000","16.2385","16.2385","8.0467","0.0000","0.0000","2.0000","0.0000","0.0000","2.0171","0.0000","0.0000","16.2385","0.0000","16.2385","0.0000","0.0000","79.4686","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.9375","13.2480","2.2052","60.6562","-0.5365","-0.7830","-0.6270","-2.7625","-0.0520","0.2486","-1.8299","0.0000","4014.5149","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494.3558","0.0000","64.2576","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","79.6149","21.1010","0.0000","503.0962","0.0000","0.0000","23.1500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0932","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9071","0.0000","0.0000","0.0000","15.4059","15.4059","16.4579","0.0000","0.0000","2.0000","0.0000","0.0000","2.0138","0.0000","0.0000","15.4059","0.0000","15.4059","0.0000","0.0000","79.6119","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.9375","13.2480","1.8793","60.6562","-0.5001","-0.7042","-0.5705","-2.8221","-0.0748","0.1350","-1.4503","0.0000","3449.6633","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.7981","0.0000","64.2500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","79.7634","18.1108","0.0000","502.1346","0.0000","0.0000","23.1500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0759","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9061","0.0000","0.0000","0.0000","14.4255","14.4255","18.2673","0.0000","0.0000","2.0000","0.0000","0.0000","2.0119","0.0000","0.0000","14.4255","0.0000","14.4255","0.0000","0.0000","79.7604","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.9375","13.2480","1.6939","60.6562","-0.4279","-0.6134","-0.4697","-2.8971","-0.0009","0.5017","-0.3576","0.0000","2919.3462","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","496.0000","0.0000","64.2500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","79.9077","15.2476","0.0000","501.1650","0.0000","0.0000","23.1500","0.0000","0.0000","0.0000","0.7902","0.0000","0.0000","0.0000","0.0000","1.0486","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9060","0.0000","0.0000","0.0000","13.6625","13.6625","12.3267","0.0000","0.0000","2.0000","0.0000","0.0000","2.0099","0.0000","0.0000","13.6625","0.0000","13.6625","0.0000","0.0000","79.9058","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.9375","13.2480","1.5406","60.6562","-0.4219","-0.5063","-0.4421","-2.8841","0.6988","1.0700","1.4650","0.0000","2786.1731","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","496.0000","0.0000","64.2500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","80.0038","14.3738","0.0000","500.1942","0.0000","0.0000","23.1500","0.0000","0.0000","0.0000","0.5463","0.0000","0.0000","0.0000","0.0000","1.0163","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9060","0.0000","0.0000","0.0000","13.5183","13.5183","10.0577","0.0000","0.0000","2.0000","0.0000","0.0000","2.0085","0.0000","0.0000","13.5183","0.0000","13.5183","0.0000","0.0000","80.0019","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.9375","13.2480","1.4136","60.6562","-0.5271","-0.5039","-0.5625","-2.7874","0.5181","2.3630","3.8584","0.0000","2653.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.6471","0.0000","64.2500","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","80.1000","13.5000","0.0000","498.8235","0.0000","0.0000","23.1500","0.0000","0.0000","0.0000","0.3024","0.0000","0.0000","0.0000","0.0000","0.9796","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9060","0.0000","0.0000","0.0000","13.4353","13.4353","12.4615","0.0000","0.0000","2.0000","0.0000","0.0000","2.0070","0.0000","0.0000","13.4353","0.0000","13.4353","0.0000","0.0000","80.0981","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.9375","13.2480","1.3771","60.6593","-0.6537","-0.5192","-0.4940","-2.8487","0.5921","3.2367","5.2852","0.0000","2861.2524","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.7059","0.0000","64.2367","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","80.1971","14.7500","0.0000","497.3529","0.0000","0.0000","23.1500","0.0000","0.0000","0.0000","0.0585","0.0000","0.0000","0.0000","0.0000","0.9403","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9060","0.0000","0.0000","0.0000","13.6314","13.6314","14.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.0079","0.0000","0.0000","13.6314","0.0000","13.6314","0.0000","0.0000","80.1942","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.9375","13.2480","1.4935","60.6734","-0.5675","-0.5459","-0.3554","-2.8814","1.2865","1.8706","5.4510","0.0000","3069.5049","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.1714","0.0000","64.2121","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","80.2942","16.0000","0.0000","497.7238","0.0000","0.0000","23.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9572","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9060","0.0000","0.0000","0.0000","13.8067","13.8067","14.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.0089","0.0000","0.0000","13.8067","0.0000","13.8067","0.0000","0.0000","80.2904","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.9375","13.2480","1.5812","60.6875","-0.4128","-0.6284","-0.3417","-2.8309","0.5364","1.0070","4.1929","0.0000","3114.2549","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.0286","0.0000","64.1875","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","80.3922","16.2804","0.0000","498.6762","0.0000","0.0000","23.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0183","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9060","0.0000","0.0000","0.0000","13.8548","13.8548","11.9406","0.0000","0.0000","2.0000","0.0000","0.0000","2.0094","0.0000","0.0000","13.8548","0.0000","13.8548","0.0000","0.0000","80.3882","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.9375","13.2480","1.6612","60.7015","-0.4000","-0.5613","-0.3908","-2.8827","0.0062","0.9505","2.2331","0.0000","3148.5686","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.6700","0.0000","64.1628","0.0000","0.0000","0.0000","0.0000","13.0000","0.0000","0.0000","80.4902","16.4765","0.0000","501.3100","0.0000","0.0000","23.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0633","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9060","0.0000","0.0000","0.0000","13.9270","13.9270","5.5050","0.0000","0.0000","2.0000","0.0000","0.0000","2.0099","0.0000","0.0000","13.9270","0.0000","13.9270","0.0000","0.0000","80.4863","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.9408","13.2362","1.7090","60.7156","-0.5331","-0.4916","-0.4344","-2.8728","0.4072","0.6327","1.8288","0.0000","3383.2375","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","495.1700","0.0000","64.1500","0.0000","0.0000","0.0000","0.0000","13.0029","0.0000","0.0000","80.5446","17.7198","0.0000","504.8100","0.0000","0.0000","23.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0910","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9060","0.0000","0.0000","0.0000","14.3770","14.3770","3.9126","0.0000","0.0000","2.0000","0.0000","0.0000","2.0104","0.0000","0.0000","14.3770","0.0000","14.3770","0.0000","0.0000","80.5426","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.9453","13.2202","1.8158","60.7297","-0.6883","-0.4873","-0.4214","-2.8730","1.1280","0.5817","2.0116","0.0000","3640.1682","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.0588","0.0000","64.1500","0.0000","0.0000","0.0000","0.0000","13.0520","0.0000","0.0000","80.5941","19.1059","0.0000","503.0882","0.0000","0.0000","23.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.1143","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9060","0.0000","0.0000","0.0000","14.8115","14.8115","13.6214","0.0000","0.0000","2.0000","0.0000","0.0000","2.0109","0.0000","0.0000","14.8115","0.0000","14.8115","0.0000","0.0000","80.5921","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.9497","13.2042","1.9245","60.7437","-0.4798","-0.4851","-0.4063","-2.8333","1.6153","0.3289","1.9546","0.0000","3767.8845","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.1176","0.0000","64.1500","0.0000","0.0000","0.0000","0.0000","13.0990","0.0000","0.0000","80.6423","19.7175","0.0000","498.6765","0.0000","0.0000","23.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.1325","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9060","0.0000","0.0000","0.0000","15.0038","15.0038","18.6471","0.0000","0.0000","2.0000","0.0000","0.0000","2.0110","0.0000","0.0000","15.0038","0.0000","15.0038","0.0000","0.0000","80.6408","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.9542","13.1882","2.0257","60.7578","-0.3196","-0.4844","-0.4140","-2.8367","1.5320","0.4013","1.7413","0.0000","3877.9807","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.6078","0.0000","64.1500","0.0000","0.0000","0.0000","0.0000","13.0500","0.0000","0.0000","80.6904","20.2029","0.0000","497.9118","0.0000","0.0000","23.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.1397","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9060","0.0000","0.0000","0.0000","15.1962","15.1962","8.8431","0.0000","0.0000","2.0000","0.0000","0.0000","2.0110","0.0000","0.0000","15.1962","0.0000","15.1962","0.0000","0.0000","80.6893","0.0000","0.0000","0.0000","0.0000","0.0000"
