"Format","AiM CSV File"
"Session","NO GPS"
"Vehicle","22"
"Racer","Everyone"
"Championship","UTA Autocross 23"
"Comment",""
"Date","Saturday, October 7, 2023"
"Time","3:20 PM"
"Sample Rate","20"
"Duration","242"
"Segment","Session"
"Beacon Markers","242"
"Segment Times","4:02.000"

"Time","Logger Temperature","External Voltage","Oil Pressure","Oil Temp","Rear Brake","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","PreCalcGear","ECU RPM","ECU Gear 2","ECU VehSpeed","ECU Gear","ECU WheelSpdFL","ECU WheelSpdFR","ECU WheelSpdRL","ECU WheelSpdRR","ECU EngLimitAct","ECU GenericSen2","ECU GenericSen7","ECU CoolantTemp","ECU FuelTrimSTB1","ECU FuelTrimSTB2","ECU TorqCIgnCorr dup 1","ECU GenericSen8","ECU BatteryVolt","ECU GenericSen9","ECU GenericSen10","ECU ThrottlePos","ECU InjDT1","ECU GenericSen3","ECU GenericSen1","ECU InjDT2","ECU GenOut1DT","ECU AirTemp","ECU FuelTrimLTB1","ECU GearSwitch","ECU DecelCutActi","ECU TPSAct","ECU BrakePedSw","ECU GenericSen4","ECU GenericSen5","ECU FuelTrimLTB2","ECU Lambda1","ECU WheelSlip","ECU WheelDiff","ECU ClutchSw","ECU FlatShSw","ECU AuxRPMLimSw","ECU BatteryLtSw","ECU GenericSen6","ECU KnockLev1","ECU KnockLev2","ECU TargLambda","Av3E9 7","ECU InjectionDT3 dup 1","ECU InjectionDT4 dup 1","ECU IgnitionAng1 dup 1","ECU IgnitionAng2 dup 1","ECU TrigCount","ECU CheckEngLtSw","ECU Laun Ctr Sw","ECU TrigSyncLev","ECU TorqDrvsRPMT","ECU TorqDrvsRPME","ECU Inj Pres D","ECU TorDrRPMEI","ECU TorDrRPMIC","ECU IgnitionAng1 dup 2","ECU TorqCIgnCorr dup 2","ECU IgnitionAng2 dup 2","ECU InjectionDT3 dup 2","ECU InjectionDT4 dup 2","ECU Acc Ped Pos","ECU RaceTimer","ECU Cru Last T S","ECU Cruise Trg S","ECU Crui Spd Err","ECU Cruise Ctr S"
,"38.7500","12.7280","0.0218","68.0000","7.1328","-0.1796","-0.1471","-2.9463","0.4120","0.2328","0.0196","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.8302","0.0000","90.4500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","1.6000","0.0000","0.0000","496.0849","0.0000","0.0000","28.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.2530","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9050","0.0000","0.0000","0.0000","14.5097","14.5097","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0044","0.0000","0.0000","14.5097","0.0000","14.5097","0.0000","0.0000","1.4404","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.7500","12.7280","0.0216","68.0000","7.1409","-0.1779","-0.1445","-2.9473","0.4026","0.2485","0.0404","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.0000","0.0000","90.4500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","1.6000","0.0000","0.0000","496.4019","0.0000","0.0000","28.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.2530","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9050","0.0000","0.0000","0.0000","14.5583","14.5583","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0040","0.0000","0.0000","14.5583","0.0000","14.5583","0.0000","0.0000","1.4077","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.7500","12.7280","0.0195","68.0000","7.1403","-0.1789","-0.1442","-2.9492","0.4664","0.2061","0.0636","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.0000","0.0000","90.4500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","1.5642","0.0000","0.0000","496.8922","0.0000","0.0000","28.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.2530","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9050","0.0000","0.0000","0.0000","14.5865","14.5865","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0040","0.0000","0.0000","14.5865","0.0000","14.5865","0.0000","0.0000","1.4558","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.7500","12.7280","0.0198","68.0000","7.1227","-0.1798","-0.1455","-2.9492","0.4961","0.2123","0.0449","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.3645","0.0000","90.4500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","1.4698","0.0000","0.0000","498.8224","0.0000","0.0000","28.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.2530","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9050","0.0000","0.0000","0.0000","14.4904","14.4904","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0040","0.0000","0.0000","14.4904","0.0000","14.4904","0.0000","0.0000","1.4962","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.7500","12.7280","0.0216","68.0000","7.1214","-0.1775","-0.1458","-2.9492","0.4530","0.2571","0.0356","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.8318","0.0000","90.4500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","1.4125","0.0000","0.0000","501.1589","0.0000","0.0000","28.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.2530","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9050","0.0000","0.0000","0.0000","14.4000","14.4000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0040","0.0000","0.0000","14.4000","0.0000","14.4000","0.0000","0.0000","1.4481","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.7500","12.7280","0.0216","68.0000","7.1330","-0.1777","-0.1454","-2.9492","0.4260","0.2451","0.0753","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.3019","0.0000","90.4500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","1.4606","0.0000","0.0000","500.4906","0.0000","0.0000","28.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.2530","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9050","0.0000","0.0000","0.0000","14.4000","14.4000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0040","0.0000","0.0000","14.4000","0.0000","14.4000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.7500","12.7280","0.0229","68.0000","7.1327","-0.1797","-0.1451","-2.9492","0.4324","0.2262","0.0922","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.7736","0.0000","90.4500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","1.5000","0.0000","0.0000","498.1321","0.0000","0.0000","28.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.2530","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9050","0.0000","0.0000","0.0000","14.4000","14.4000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0040","0.0000","0.0000","14.4000","0.0000","14.4000","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.7500","12.7280","0.0233","68.0000","7.1208","-0.1794","-0.1455","-2.9482","0.4320","0.2211","0.0906","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.0000","0.0000","90.4500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","1.5000","0.0000","0.0000","497.5149","0.0000","0.0000","28.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.2533","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9050","0.0000","0.0000","0.0000","14.4461","14.4461","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0040","0.0000","0.0000","14.4461","0.0000","14.4461","0.0000","0.0000","1.4000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.7500","12.7280","0.0196","68.0000","7.1052","-0.1788","-0.1455","-2.9512","0.4155","0.2313","0.0947","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","490.0000","0.0000","90.4500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","1.4950","0.0000","0.0000","498.5049","0.0000","0.0000","28.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.2543","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9050","0.0000","0.0000","0.0000","14.4951","14.4951","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0040","0.0000","0.0000","14.4951","0.0000","14.4951","0.0000","0.0000","1.4891","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.7500","12.7280","0.0194","67.9984","7.0997","-0.1786","-0.1453","-2.9512","0.4230","0.2230","0.0824","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.7596","0.0000","90.4500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","1.4455","0.0000","0.0000","499.4808","0.0000","0.0000","28.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.2549","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9050","0.0000","0.0000","0.0000","14.4559","14.4559","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0040","0.0000","0.0000","14.4559","0.0000","14.4559","0.0000","0.0000","1.5881","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.7500","12.7280","0.0218","67.9952","7.0975","-0.1787","-0.1465","-2.9473","0.4250","0.2416","0.0523","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.2788","0.0000","90.4500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","1.4039","0.0000","0.0000","500.4423","0.0000","0.0000","28.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.2544","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9050","0.0000","0.0000","0.0000","14.4069","14.4069","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0040","0.0000","0.0000","14.4069","0.0000","14.4069","0.0000","0.0000","1.5146","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.7524","12.7309","0.0201","67.9921","7.1100","-0.1784","-0.1467","-2.9492","0.4224","0.2531","0.0362","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.0000","0.0000","90.4500","0.0000","0.0000","0.0000","0.0000","12.6000","0.0000","0.0000","1.4524","0.0000","0.0000","502.6471","0.0000","0.0000","28.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.2540","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9050","0.0000","0.0000","0.0000","14.4413","14.4413","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0040","0.0000","0.0000","14.4413","0.0000","14.4413","0.0000","0.0000","1.4175","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.7569","12.7362","0.0211","67.9890","7.1352","-0.1807","-0.1467","-2.9492","0.4329","0.2306","0.0468","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","489.0000","0.0000","90.4500","0.0000","0.0000","0.0000","0.0000","10.8260","0.0000","0.0000","1.5000","0.0000","0.0000","506.5686","0.0000","0.0000","28.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.2540","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9050","0.0000","0.0000","0.0000","14.4894","14.4894","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0048","0.0000","0.0000","14.4894","0.0000","14.4894","0.0000","0.0000","1.4394","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.7613","12.7415","0.0249","67.9859","7.0552","-0.1813","-0.1462","-2.9473","0.4288","0.2261","0.0214","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.8155","0.0000","90.4500","0.0000","0.0000","0.0000","0.0000","8.6625","0.0000","0.0000","1.5000","0.0000","0.0000","506.7864","0.0000","0.0000","28.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.2541","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9056","0.0000","0.0000","0.0000","14.5000","14.5000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0058","0.0000","0.0000","14.5000","0.0000","14.5000","0.0000","0.0000","1.4875","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.7658","12.7469","0.0356","67.9827","7.0377","-0.1785","-0.1458","-2.9473","0.4199","0.2377","0.0271","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","488.3301","0.0000","90.4500","0.0000","0.0000","0.0000","0.0000","8.6861","0.0000","0.0000","1.5000","0.0000","0.0000","500.9612","0.0000","0.0000","28.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.2546","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9070","0.0000","0.0000","0.0000","14.5000","14.5000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0129","0.0000","0.0000","14.5000","0.0000","14.5000","0.0000","0.0000","1.5363","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.7703","12.7522","0.0410","67.9796","7.0509","-0.1787","-0.1456","-2.9492","0.4451","0.2411","0.0318","0.0000","194.8447","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.5428","0.0000","90.4500","0.0000","0.0000","0.0000","0.0000","9.4782","0.0000","0.0000","1.4544","0.0000","0.0000","497.1524","0.0000","0.0000","28.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.2549","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9086","0.0000","0.0000","0.0000","14.4660","14.4660","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0222","0.0000","0.0000","14.4660","0.0000","14.4660","0.0000","0.0000","1.5853","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.7747","12.7575","0.0602","67.9765","7.2048","-0.1835","-0.1497","-2.9473","0.4626","0.2520","0.0372","0.0000","402.1262","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","486.1143","0.0000","90.4500","0.0000","0.0000","0.0000","0.0000","9.8682","0.0000","0.0000","1.4058","1.3245","0.0000","497.6286","0.0000","0.0000","28.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.2545","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9105","0.0000","0.0000","0.0000","14.4175","14.4175","5.7642","0.0000","0.0000","0.8868","0.0000","0.0000","2.0220","0.0000","0.0000","14.4175","0.0000","14.4175","0.0000","0.0000","1.5670","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.7792","12.7629","0.0979","67.9734","7.1328","-0.1954","-0.1528","-2.9434","0.4620","0.2429","0.0440","0.0000","1127.6154","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","485.4356","0.0000","90.4500","0.0000","0.0000","0.0000","0.0000","10.1019","0.0000","0.0000","1.4423","3.1642","0.0000","498.6535","0.0000","0.0000","28.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.2541","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9152","0.0000","0.0000","0.0000","14.2136","14.2136","11.8962","0.0000","0.0000","1.8302","0.0000","0.0000","2.0178","0.0000","0.0000","14.2136","0.0000","14.2136","0.0000","0.0000","1.5198","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.7837","12.7682","0.2560","67.9703","7.0061","-0.2087","-0.1564","-2.9473","0.4663","0.2617","0.0460","0.0000","1923.7693","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","487.4158","0.0000","90.4500","0.0000","0.0000","0.0000","0.0000","10.4816","0.0000","0.0000","1.4904","5.2107","0.0000","501.6237","0.0000","0.0000","28.1500","0.0000","0.0000","0.0000","0.0435","0.0000","0.0000","0.0000","0.0000","1.2575","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9295","0.0000","0.0000","0.0000","13.9223","13.9223","7.8252","0.0000","0.0000","2.0000","0.0000","0.0000","2.0633","0.0000","0.0000","13.9223","0.0000","13.9223","0.0000","0.0000","1.4718","0.0000","0.0000","0.0000","0.0000","0.0000"
