"Format","AiM CSV File"
"Session","NO GPS"
"Vehicle","22"
"Racer","Everyone"
"Championship","UTA Autocross 23"
"Comment",""
"Date","Saturday, October 7, 2023"
"Time","3:41 PM"
"Sample Rate","20"
"Duration","22"
"Segment","Session"
"Beacon Markers","22"
"Segment Times","0:22.000"

"Time","Logger Temperature","External Voltage","Oil Pressure","Oil Temp","Rear Brake","InlineAcc","LateralAcc","VerticalAcc","RollRate","PitchRate","YawRate","PreCalcGear","ECU RPM","ECU Gear 2","ECU VehSpeed","ECU Gear","ECU WheelSpdFL","ECU WheelSpdFR","ECU WheelSpdRL","ECU WheelSpdRR","ECU EngLimitAct","ECU GenericSen2","ECU GenericSen7","ECU CoolantTemp","ECU FuelTrimSTB1","ECU FuelTrimSTB2","ECU TorqCIgnCorr dup 1","ECU GenericSen8","ECU BatteryVolt","ECU GenericSen9","ECU GenericSen10","ECU ThrottlePos","ECU InjDT1","ECU GenericSen3","ECU GenericSen1","ECU InjDT2","ECU GenOut1DT","ECU AirTemp","ECU FuelTrimLTB1","ECU GearSwitch","ECU DecelCutActi","ECU TPSAct","ECU BrakePedSw","ECU GenericSen4","ECU GenericSen5","ECU FuelTrimLTB2","ECU Lambda1","ECU WheelSlip","ECU WheelDiff","ECU ClutchSw","ECU FlatShSw","ECU AuxRPMLimSw","ECU BatteryLtSw","ECU GenericSen6","ECU KnockLev1","ECU KnockLev2","ECU TargLambda","Av3E9 7","ECU InjectionDT3 dup 1","ECU InjectionDT4 dup 1","ECU IgnitionAng1 dup 1","ECU IgnitionAng2 dup 1","ECU TrigCount","ECU CheckEngLtSw","ECU Laun Ctr Sw","ECU TrigSyncLev","ECU TorqDrvsRPMT","ECU TorqDrvsRPME","ECU Inj Pres D","ECU TorDrRPMEI","ECU TorDrRPMIC","ECU IgnitionAng1 dup 2","ECU TorqCIgnCorr dup 2","ECU IgnitionAng2 dup 2","ECU InjectionDT3 dup 2","ECU InjectionDT4 dup 2","ECU Acc Ped Pos","ECU RaceTimer","ECU Cru Last T S","ECU Cruise Trg S","ECU Crui Spd Err","ECU Cruise Ctr S"
,"38.1562","13.1040","0.9759","61.2139","-0.6522","-0.1750","-0.2130","-2.9355","-0.5688","-0.2322","-2.8887","0.0000","2416.4753","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.0962","0.0000","71.5500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.7000","7.0248","0.0000","500.3846","0.0000","0.0000","22.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0928","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9750","0.0000","0.0000","0.0000","13.7255","13.7255","4.4902","0.0000","0.0000","2.0000","0.0000","0.0000","2.2835","0.0000","0.0000","13.7255","0.0000","13.7255","0.0000","0.0000","1.7000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1646","13.0979","1.0070","61.2092","-0.5439","-0.1729","-0.2048","-2.9336","-0.4338","-0.2764","-2.9141","0.0000","2436.7942","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.4369","0.0000","71.5500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.7000","7.0743","0.0000","498.2524","0.0000","0.0000","22.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0937","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9746","0.0000","0.0000","0.0000","13.7000","13.7000","6.1845","0.0000","0.0000","2.0000","0.0000","0.0000","2.2813","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.7000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1736","13.0914","1.0127","61.2045","-0.5320","-0.1663","-0.2078","-2.9414","-0.5134","-0.1567","-2.9795","0.0000","2429.4412","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.9223","0.0000","71.5500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.7000","7.0294","0.0000","496.3107","0.0000","0.0000","22.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0961","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9741","0.0000","0.0000","0.0000","13.7000","13.7000","10.5534","0.0000","0.0000","2.0000","0.0000","0.0000","2.2822","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.7000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1825","13.0850","1.0339","61.1998","-0.5719","-0.1725","-0.2087","-2.9434","-0.5059","-0.0568","-2.9355","0.0000","2415.1650","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.0000","0.0000","71.5500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.6874","6.8824","0.0000","497.2353","0.0000","0.0000","22.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0967","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9740","0.0000","0.0000","0.0000","13.7000","13.7000","13.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.2831","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.6883","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.1914","13.0785","1.0056","61.1951","-0.5268","-0.1662","-0.2047","-2.9434","-0.5913","0.1536","-2.9336","0.0000","2381.1846","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.0000","0.0000","71.5500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.6388","6.8000","0.0000","498.7059","0.0000","0.0000","22.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0962","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9740","0.0000","0.0000","0.0000","13.7000","13.7000","13.0000","0.0000","0.0000","2.0000","0.0000","0.0000","2.2836","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.6398","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2004","13.0720","1.0236","61.1904","-0.5035","-0.1693","-0.2120","-2.9375","-0.7109","0.2235","-2.9199","0.0000","2355.0378","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.6154","0.0000","71.5361","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.5906","6.8000","0.0000","499.0000","0.0000","0.0000","22.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0996","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9740","0.0000","0.0000","0.0000","13.7000","13.7000","12.8173","0.0000","0.0000","2.0000","0.0000","0.0000","2.2837","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.5915","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2093","13.0655","1.0276","61.1857","-0.5420","-0.1740","-0.2110","-2.9277","-0.6802","0.0980","-2.9395","0.0000","2360.2263","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.1346","0.0000","71.5120","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.5434","6.8538","0.0000","499.0000","0.0000","0.0000","22.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.1059","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9740","0.0000","0.0000","0.0000","13.7000","13.7000","12.3365","0.0000","0.0000","2.0000","0.0000","0.0000","2.2823","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.5443","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2182","13.0591","1.0570","61.1811","-0.5891","-0.1721","-0.2112","-2.9326","-0.7749","0.1171","-3.0977","0.0000","2361.5334","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","491.6923","0.0000","71.4880","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.5000","6.9953","0.0000","500.0385","0.0000","0.0000","22.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.1059","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9743","0.0000","0.0000","0.0000","13.7133","13.7133","13.2857","0.0000","0.0000","2.0000","0.0000","0.0000","2.2812","0.0000","0.0000","13.7133","0.0000","13.7133","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2271","13.0526","1.0415","61.1764","-0.6147","-0.1782","-0.2195","-2.9531","-0.7466","0.0005","-3.0293","0.0000","2318.2000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.6538","0.0000","71.4640","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.5000","7.0629","0.0000","501.4808","0.0000","0.0000","22.7500","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0996","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9748","0.0000","0.0000","0.0000","13.7610","13.7610","17.5714","0.0000","0.0000","2.0000","0.0000","0.0000","2.2840","0.0000","0.0000","13.7610","0.0000","13.7610","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2361","13.0461","1.0304","61.1717","-0.5163","-0.1779","-0.2136","-2.9492","-0.6006","-0.1881","-3.0195","0.0000","2274.8667","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.0000","0.0000","71.4500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.5000","6.9200","0.0000","503.8824","0.0000","0.0000","22.7399","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0962","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9750","0.0000","0.0000","0.0000","13.8000","13.8000","20.9010","0.0000","0.0000","2.0000","0.0000","0.0000","2.2869","0.0000","0.0000","13.8000","0.0000","13.8000","0.0000","0.0000","1.5000","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2450","13.0396","1.0320","61.1670","-0.4486","-0.1650","-0.2159","-2.9453","-0.6025","-0.1218","-2.9668","0.0000","2296.2727","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.0000","0.0000","71.4500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.5990","6.7762","0.0000","506.8235","0.0000","0.0000","22.7157","0.0000","0.0000","0.0000","0.8578","0.0000","0.0000","0.0000","0.0000","1.0967","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9750","0.0000","0.0000","0.0000","13.8000","13.8000","20.4059","0.0000","0.0000","2.0000","0.0000","0.0000","2.2851","0.0000","0.0000","13.8000","0.0000","13.8000","0.0000","0.0000","1.5970","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2539","13.0332","1.0034","61.1623","-0.4009","-0.1647","-0.2106","-2.9424","-0.3982","-0.0995","-2.7158","0.0000","2319.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.2857","0.0000","71.4500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.7000","6.6277","0.0000","506.8571","0.0000","0.0000","22.6916","0.0000","0.0000","0.0000","0.6127","0.0000","0.0000","0.0000","0.0000","1.0970","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9744","0.0000","0.0000","0.0000","13.7923","13.7923","19.9135","0.0000","0.0000","2.0000","0.0000","0.0000","2.2830","0.0000","0.0000","13.7923","0.0000","13.7923","0.0000","0.0000","1.6980","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2629","13.0267","0.9921","61.1576","-0.3059","-0.1523","-0.2091","-2.9453","-0.3931","0.0019","-2.5391","0.0000","2394.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.7619","0.0000","71.4500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.6519","6.5404","0.0000","504.9524","0.0000","0.0000","22.6674","0.0000","0.0000","0.0000","0.3676","0.0000","0.0000","0.0000","0.0000","1.0970","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9735","0.0000","0.0000","0.0000","13.7442","13.7442","19.4327","0.0000","0.0000","2.0000","0.0000","0.0000","2.2821","0.0000","0.0000","13.7442","0.0000","13.7442","0.0000","0.0000","1.6533","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2718","13.0202","1.0384","61.1529","-0.2625","-0.1555","-0.2156","-2.9453","-0.4109","0.0724","-2.2559","0.0000","2469.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.7596","0.0000","71.4500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.6038","6.8288","0.0000","505.2019","0.0000","0.0000","22.6500","0.0000","0.0000","0.0000","0.1225","0.0000","0.0000","0.0000","0.0000","1.0980","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9737","0.0000","0.0000","0.0000","13.7000","13.7000","18.4712","0.0000","0.0000","2.0000","0.0000","0.0000","2.2811","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.6057","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2807","13.0137","1.0923","61.1483","-0.3633","-0.1517","-0.2092","-2.9395","-0.3325","0.1111","-2.0234","0.0000","2490.3333","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.2788","0.0000","71.4500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.5562","7.1029","0.0000","507.6058","0.0000","0.0000","22.6500","0.0000","0.0000","0.0000","0.1190","0.0000","0.0000","0.0000","0.0000","1.1013","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9752","0.0000","0.0000","0.0000","13.7000","13.7000","13.1827","0.0000","0.0000","2.0000","0.0000","0.0000","2.2848","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.5577","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2896","13.0072","1.0789","61.1436","-0.3740","-0.1559","-0.2151","-2.9434","-0.3591","-0.0097","-1.7827","0.0000","2507.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.7961","0.0000","71.4500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.5086","7.1510","0.0000","507.9806","0.0000","0.0000","22.6500","0.0000","0.0000","0.0000","0.3571","0.0000","0.0000","0.0000","0.0000","1.1046","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9762","0.0000","0.0000","0.0000","13.7000","13.7000","8.0283","0.0000","0.0000","2.0000","0.0000","0.0000","2.2891","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.5096","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.2986","13.0008","1.0515","61.1389","-0.3399","-0.1710","-0.2112","-2.9375","-0.3372","-0.1409","-1.6289","0.0000","2475.9622","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","492.3107","0.0000","71.4500","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.5387","7.1990","0.0000","505.5534","0.0000","0.0000","22.6500","0.0000","0.0000","0.0000","0.5952","0.0000","0.0000","0.0000","0.0000","1.1075","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9767","0.0000","0.0000","0.0000","13.7000","13.7000","9.4434","0.0000","0.0000","2.0000","0.0000","0.0000","2.2911","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.5377","0.0000","0.0000","0.0000","0.0000","0.0000"
,"38.3075","12.9943","1.0452","61.1342","-0.5115","-0.1733","-0.2156","-2.9365","-0.3345","-0.2492","-1.6641","0.0000","2434.4529","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","493.0286","0.0000","71.4471","0.0000","0.0000","0.0000","0.0000","12.9000","0.0000","0.0000","1.5858","7.2000","0.0000","502.8000","0.0000","0.0000","22.6500","0.0000","0.0000","0.0000","0.8333","0.0000","0.0000","0.0000","0.0000","1.1101","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9772","0.0000","0.0000","0.0000","13.7000","13.7000","10.8585","0.0000","0.0000","2.0000","0.0000","0.0000","2.2925","0.0000","0.0000","13.7000","0.0000","13.7000","0.0000","0.0000","1.5849","0.0000","0.0000","0.0000","0.0000","0.0000"
